,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
659,28,admin.,divorced,secondary,no,785,yes,no,unknown,8,may,442,2,-1,0,unknown,yes
660,28,admin.,married,secondary,no,0,yes,no,cellular,7,may,47,1,-1,0,unknown,no
661,28,admin.,married,secondary,no,5,yes,no,cellular,18,jul,121,1,-1,0,unknown,no
662,28,admin.,married,secondary,no,157,yes,yes,cellular,28,jul,164,2,-1,0,unknown,no
663,28,admin.,married,secondary,no,170,yes,yes,unknown,21,may,492,1,-1,0,unknown,no
664,28,admin.,married,secondary,no,330,no,no,cellular,2,dec,357,1,188,3,other,yes
665,28,admin.,married,secondary,no,330,no,no,cellular,2,jun,226,2,182,4,success,yes
666,28,admin.,married,secondary,no,934,yes,no,unknown,4,jul,53,2,-1,0,unknown,no
667,28,admin.,married,secondary,no,1595,no,no,cellular,9,sep,268,1,254,4,success,yes
668,28,admin.,married,tertiary,no,174,yes,yes,cellular,11,feb,56,1,184,2,failure,no
669,28,admin.,single,secondary,no,-170,no,yes,cellular,10,jul,720,2,-1,0,unknown,yes
670,28,admin.,single,secondary,no,-126,no,yes,cellular,8,jul,360,4,-1,0,unknown,no
671,28,admin.,single,secondary,no,-7,no,yes,unknown,26,jun,3183,2,-1,0,unknown,yes
672,28,admin.,single,secondary,no,0,yes,yes,cellular,18,may,390,5,-1,0,unknown,yes
673,28,admin.,single,secondary,no,2,yes,no,cellular,24,jul,454,1,-1,0,unknown,yes
674,28,admin.,single,secondary,no,25,yes,no,unknown,5,jun,109,2,-1,0,unknown,no
675,28,admin.,single,secondary,no,144,no,yes,cellular,8,jul,136,1,-1,0,unknown,no
676,28,admin.,single,secondary,no,154,yes,no,cellular,15,may,536,1,364,1,other,yes
677,28,admin.,single,secondary,no,157,no,no,cellular,27,may,155,3,-1,0,unknown,yes
678,28,admin.,single,secondary,no,377,no,no,cellular,30,apr,571,1,-1,0,unknown,yes
679,28,admin.,single,secondary,no,460,yes,no,unknown,26,may,741,6,-1,0,unknown,yes
680,28,admin.,single,secondary,no,520,yes,no,cellular,15,jun,29,1,-1,0,unknown,no
681,28,admin.,single,secondary,no,707,yes,no,cellular,25,may,226,1,-1,0,unknown,yes
682,28,admin.,single,secondary,no,1076,yes,no,unknown,2,jun,537,5,-1,0,unknown,no
683,28,admin.,single,secondary,no,4745,no,no,telephone,12,may,360,1,181,5,success,yes
684,28,admin.,single,tertiary,no,373,yes,no,cellular,4,feb,126,1,-1,0,unknown,no
685,28,admin.,single,unknown,no,24,yes,no,cellular,18,jul,415,2,-1,0,unknown,yes
686,28,admin.,single,unknown,no,2736,no,no,cellular,8,jul,705,1,-1,0,unknown,yes
687,28,blue-collar,married,primary,no,-196,no,no,cellular,7,jul,209,1,-1,0,unknown,no
688,28,blue-collar,married,primary,no,-55,yes,no,unknown,7,may,361,2,-1,0,unknown,no
689,28,blue-collar,married,primary,no,115,yes,no,unknown,28,may,78,4,-1,0,unknown,no
690,28,blue-collar,married,primary,no,674,yes,no,telephone,14,may,921,4,-1,0,unknown,no
691,28,blue-collar,married,secondary,no,-185,yes,yes,unknown,13,may,170,1,-1,0,unknown,no
692,28,blue-collar,married,secondary,no,-26,no,yes,cellular,30,jan,81,1,-1,0,unknown,no
693,28,blue-collar,married,secondary,no,61,yes,no,cellular,4,may,226,2,319,1,success,yes
694,28,blue-collar,married,secondary,no,61,yes,no,cellular,11,feb,253,1,174,4,success,yes
695,28,blue-collar,married,secondary,no,61,yes,no,cellular,21,aug,744,1,109,3,success,yes
696,28,blue-collar,married,secondary,no,173,no,no,cellular,18,jul,588,7,-1,0,unknown,yes
697,28,blue-collar,married,secondary,no,708,yes,no,unknown,6,jun,339,5,-1,0,unknown,no
698,28,blue-collar,married,secondary,no,1020,yes,no,unknown,28,may,251,1,-1,0,unknown,no
699,28,blue-collar,married,secondary,no,1137,no,no,cellular,6,feb,129,4,211,3,other,no
700,28,blue-collar,married,secondary,no,1238,yes,no,unknown,14,may,246,1,-1,0,unknown,no
701,28,blue-collar,married,secondary,no,2788,yes,no,unknown,6,jun,369,2,-1,0,unknown,yes
702,28,blue-collar,married,secondary,no,4287,no,no,cellular,30,apr,171,1,-1,0,unknown,no
703,28,blue-collar,single,primary,no,54,yes,no,cellular,14,may,533,1,371,1,other,yes
704,28,blue-collar,single,primary,no,431,yes,no,cellular,13,may,68,2,363,2,failure,no
705,28,blue-collar,single,primary,no,442,no,no,cellular,30,jan,157,2,-1,0,unknown,no
706,28,blue-collar,single,secondary,no,-284,yes,no,unknown,12,may,162,1,-1,0,unknown,no
707,28,blue-collar,single,secondary,no,-197,yes,no,unknown,9,may,2016,2,-1,0,unknown,yes
708,28,blue-collar,single,secondary,no,-193,no,no,cellular,18,jul,580,7,-1,0,unknown,no
709,28,blue-collar,single,secondary,no,-127,yes,no,cellular,4,jul,1044,3,-1,0,unknown,yes
710,28,blue-collar,single,secondary,no,-46,yes,no,cellular,1,jun,154,2,91,12,success,yes
711,28,blue-collar,single,secondary,no,-46,yes,no,cellular,1,sep,199,1,92,14,success,yes
712,28,blue-collar,single,secondary,no,38,yes,no,unknown,23,may,31,1,-1,0,unknown,no
713,28,blue-collar,single,secondary,no,53,yes,no,cellular,13,may,93,1,-1,0,unknown,no
714,28,blue-collar,single,secondary,no,97,yes,no,unknown,7,may,67,1,-1,0,unknown,no
715,28,blue-collar,single,secondary,no,322,no,no,telephone,11,sep,240,2,95,3,other,yes
716,28,blue-collar,single,secondary,no,455,yes,no,cellular,11,jul,166,1,-1,0,unknown,no
717,28,blue-collar,single,secondary,no,517,no,yes,cellular,8,jul,681,1,-1,0,unknown,yes
718,28,blue-collar,single,secondary,no,524,yes,no,cellular,6,may,554,2,-1,0,unknown,yes
719,28,blue-collar,single,secondary,no,643,no,no,cellular,3,jul,308,2,-1,0,unknown,yes
720,28,blue-collar,single,secondary,no,1011,yes,no,cellular,20,apr,204,3,-1,0,unknown,no
721,28,blue-collar,single,secondary,no,1106,yes,no,cellular,17,apr,73,2,-1,0,unknown,no
722,28,blue-collar,single,secondary,no,1285,no,no,telephone,30,jan,199,2,2,17,other,no
723,28,blue-collar,single,secondary,no,1348,yes,no,cellular,6,aug,221,2,-1,0,unknown,yes
724,28,blue-collar,single,secondary,no,1705,no,no,cellular,17,dec,412,2,-1,0,unknown,yes
725,28,blue-collar,single,secondary,no,1735,yes,no,cellular,20,apr,89,1,-1,0,unknown,no
726,28,blue-collar,single,secondary,no,3817,yes,no,cellular,4,may,528,3,-1,0,unknown,no
727,28,blue-collar,single,tertiary,no,727,yes,no,unknown,6,jun,144,4,-1,0,unknown,no
728,28,blue-collar,single,tertiary,no,1984,yes,no,cellular,4,may,32,2,14,1,failure,no
729,28,blue-collar,single,tertiary,no,4099,no,no,cellular,23,apr,116,4,-1,0,unknown,yes
730,28,blue-collar,single,unknown,no,913,yes,no,unknown,27,may,580,2,-1,0,unknown,no
731,28,housemaid,single,tertiary,no,19,no,no,cellular,17,apr,149,1,-1,0,unknown,yes
732,28,management,divorced,tertiary,no,229,yes,no,cellular,9,apr,1042,2,315,2,other,yes
733,28,management,married,secondary,no,3,yes,no,cellular,14,sep,112,2,24,2,other,no
734,28,management,married,secondary,no,292,yes,no,unknown,28,may,507,1,-1,0,unknown,yes
735,28,management,married,tertiary,no,1240,no,no,cellular,4,aug,849,1,-1,0,unknown,yes
736,28,management,married,tertiary,yes,84,no,yes,cellular,28,jul,48,21,-1,0,unknown,no
737,28,management,single,secondary,no,-513,no,yes,cellular,29,jul,95,8,-1,0,unknown,no
738,28,management,single,secondary,no,171,no,no,cellular,10,mar,93,1,-1,0,unknown,yes
739,28,management,single,secondary,no,703,yes,no,cellular,15,may,485,1,88,1,other,yes
740,28,management,single,secondary,no,1633,no,no,cellular,5,jun,275,1,-1,0,unknown,yes
741,28,management,single,secondary,no,2840,no,no,cellular,20,apr,227,5,-1,0,unknown,yes
742,28,management,single,tertiary,no,0,yes,no,cellular,16,jul,767,5,-1,0,unknown,yes
743,28,management,single,tertiary,no,41,yes,no,cellular,15,may,885,3,352,2,other,yes
744,28,management,single,tertiary,no,80,no,no,cellular,20,oct,676,2,146,2,failure,yes
745,28,management,single,tertiary,no,150,yes,no,unknown,8,may,491,1,-1,0,unknown,no
746,28,management,single,tertiary,no,185,no,no,cellular,30,jan,651,2,-1,0,unknown,no
747,28,management,single,tertiary,no,187,no,no,cellular,9,jun,206,1,92,1,success,yes
748,28,management,single,tertiary,no,187,no,no,cellular,9,mar,295,1,-1,0,unknown,yes
749,28,management,single,tertiary,no,187,no,no,cellular,10,sep,255,1,93,2,success,yes
750,28,management,single,tertiary,no,223,yes,no,cellular,1,jun,303,1,278,3,success,yes
751,28,management,single,tertiary,no,223,yes,no,telephone,27,aug,157,2,119,1,other,yes
752,28,management,single,tertiary,no,320,yes,no,cellular,30,apr,239,1,-1,0,unknown,no
753,28,management,single,tertiary,no,385,no,yes,cellular,9,feb,79,4,193,7,failure,no
754,28,management,single,tertiary,no,390,no,no,cellular,29,sep,845,1,232,4,success,yes
755,28,management,single,tertiary,no,466,yes,no,cellular,23,jul,170,2,-1,0,unknown,no
756,28,management,single,tertiary,no,502,no,no,cellular,16,jun,136,2,-1,0,unknown,yes
757,28,management,single,tertiary,no,874,yes,no,cellular,5,jun,509,1,-1,0,unknown,yes
758,28,management,single,tertiary,no,882,no,yes,cellular,8,jul,107,2,-1,0,unknown,no
759,28,management,single,tertiary,no,890,yes,no,cellular,7,sep,201,1,-1,0,unknown,yes
760,28,management,single,tertiary,no,939,yes,no,unknown,27,may,740,1,-1,0,unknown,yes
761,28,management,single,tertiary,no,957,no,no,cellular,25,may,915,2,-1,0,unknown,yes
762,28,management,single,tertiary,no,1287,yes,no,cellular,26,feb,65,1,-1,0,unknown,yes
763,28,management,single,tertiary,no,1720,no,no,cellular,14,sep,230,1,91,4,success,yes
764,28,management,single,tertiary,no,2725,no,no,cellular,16,jun,292,1,504,1,failure,yes
765,28,management,single,tertiary,no,3238,yes,no,unknown,19,may,7,1,-1,0,unknown,no
766,28,management,single,tertiary,no,3611,no,no,cellular,26,feb,141,2,-1,0,unknown,yes
767,28,management,single,tertiary,no,3796,no,no,cellular,8,jul,315,2,-1,0,unknown,yes
768,28,management,single,tertiary,no,4013,yes,no,unknown,4,jun,386,1,-1,0,unknown,no
769,28,management,single,tertiary,no,5474,no,no,cellular,28,jul,486,5,-1,0,unknown,yes
770,28,management,single,tertiary,no,6551,no,no,cellular,23,sep,203,1,-1,0,unknown,yes
771,28,management,single,tertiary,no,9710,no,no,cellular,14,oct,786,2,-1,0,unknown,no
772,28,management,single,tertiary,yes,1414,yes,no,cellular,8,jul,294,1,521,1,failure,yes
773,28,management,single,unknown,yes,101,yes,no,unknown,9,may,224,3,-1,0,unknown,no
774,28,self-employed,married,secondary,no,123,no,yes,telephone,22,oct,313,1,-1,0,unknown,yes
775,28,self-employed,married,tertiary,no,0,yes,no,cellular,4,feb,546,3,196,4,failure,yes
776,28,self-employed,single,secondary,no,5679,yes,no,cellular,9,feb,701,4,-1,0,unknown,yes
777,28,self-employed,single,tertiary,no,159,no,no,cellular,14,oct,246,2,420,2,other,yes
778,28,self-employed,single,tertiary,no,160,no,no,unknown,11,nov,158,1,-1,0,unknown,yes
779,28,self-employed,single,tertiary,no,442,no,no,cellular,19,jun,474,3,95,3,other,yes
780,28,self-employed,single,tertiary,no,805,no,no,cellular,12,nov,116,5,170,2,failure,no
781,28,self-employed,single,tertiary,no,1579,no,no,cellular,13,jan,163,1,91,3,failure,yes
782,28,self-employed,single,tertiary,no,1579,no,no,cellular,14,oct,122,3,-1,0,unknown,no
783,28,self-employed,single,tertiary,no,2503,no,no,cellular,25,may,426,1,-1,0,unknown,yes
784,28,self-employed,single,tertiary,no,4579,no,no,cellular,12,jan,409,2,-1,0,unknown,yes
785,28,services,married,secondary,no,4,yes,no,unknown,27,jun,133,5,-1,0,unknown,no
786,28,services,married,secondary,no,222,yes,no,unknown,29,may,101,23,-1,0,unknown,no
787,28,services,married,secondary,no,510,yes,yes,cellular,8,jul,1767,2,-1,0,unknown,yes
788,28,services,single,primary,no,198,no,no,cellular,4,feb,976,2,-1,0,unknown,yes
789,28,services,single,secondary,no,47,no,no,cellular,22,jul,405,2,-1,0,unknown,no
790,28,services,single,secondary,no,60,no,yes,cellular,29,jan,248,1,-1,0,unknown,no
791,28,services,single,secondary,no,123,yes,no,cellular,6,may,115,1,359,3,failure,no
792,28,services,single,secondary,no,159,yes,no,telephone,12,may,345,2,-1,0,unknown,no
793,28,services,single,secondary,no,168,no,no,cellular,1,jun,347,3,140,2,success,yes
794,28,services,single,secondary,no,168,yes,no,cellular,7,may,128,1,-1,0,unknown,no
795,28,services,single,secondary,no,198,no,no,cellular,5,jul,128,2,-1,0,unknown,yes
796,28,services,single,secondary,no,217,yes,no,cellular,9,feb,379,3,-1,0,unknown,no
797,28,services,single,secondary,no,340,yes,no,cellular,24,jul,821,2,-1,0,unknown,yes
798,28,services,single,secondary,no,341,yes,no,cellular,15,may,437,3,347,3,other,yes
799,28,services,single,secondary,no,373,yes,no,cellular,18,may,115,2,-1,0,unknown,no
800,28,services,single,secondary,no,458,no,no,cellular,4,feb,112,4,201,3,failure,no
801,28,services,single,secondary,no,525,no,no,cellular,23,jul,81,1,-1,0,unknown,no
802,28,services,single,secondary,no,1636,yes,no,cellular,18,may,97,1,355,2,failure,no
803,28,services,single,secondary,no,3331,yes,no,unknown,28,may,229,2,-1,0,unknown,no
804,28,services,single,secondary,no,5090,yes,no,unknown,6,may,1297,3,-1,0,unknown,yes
805,28,services,single,secondary,no,6332,yes,no,telephone,7,may,149,1,343,4,failure,no
806,28,student,married,tertiary,no,327,yes,no,cellular,15,may,104,3,-1,0,unknown,no
807,28,student,single,secondary,no,0,no,no,cellular,20,apr,185,1,-1,0,unknown,yes
808,28,student,single,secondary,no,28,no,no,cellular,29,jan,220,2,-1,0,unknown,no
809,28,student,single,secondary,no,67,no,no,cellular,20,aug,329,3,199,2,other,yes
810,28,student,single,secondary,no,69,no,no,cellular,30,jan,532,2,-1,0,unknown,yes
811,28,student,single,secondary,no,196,no,no,cellular,2,jul,423,3,-1,0,unknown,yes
812,28,student,single,secondary,no,205,no,no,cellular,14,jul,87,3,184,2,other,yes
813,28,student,single,secondary,no,1377,yes,no,cellular,14,may,688,2,-1,0,unknown,yes
814,28,student,single,secondary,no,1925,no,no,cellular,25,may,252,1,88,4,failure,yes
815,28,student,single,secondary,no,1925,no,no,cellular,26,feb,139,1,93,3,success,no
816,28,student,single,secondary,no,2351,no,no,telephone,22,oct,157,1,-1,0,unknown,yes
817,28,student,single,secondary,no,5916,no,no,cellular,22,may,259,1,63,5,failure,no
818,28,student,single,tertiary,no,0,no,no,cellular,28,sep,294,2,105,7,other,yes
819,28,student,single,tertiary,no,3,no,no,cellular,11,nov,135,2,148,1,other,no
820,28,student,single,tertiary,no,22,yes,no,cellular,15,may,536,2,-1,0,unknown,yes
821,28,student,single,tertiary,no,221,yes,no,cellular,15,may,176,1,-1,0,unknown,no
822,28,student,single,tertiary,no,844,no,no,cellular,16,apr,551,2,-1,0,unknown,yes
823,28,student,single,tertiary,no,1562,no,no,cellular,15,feb,659,4,-1,0,unknown,yes
824,28,student,single,tertiary,no,2306,no,no,cellular,29,oct,140,2,-1,0,unknown,no
825,28,student,single,tertiary,no,3054,no,no,cellular,30,apr,384,1,80,6,other,yes
826,28,student,single,tertiary,no,3733,yes,no,cellular,21,aug,419,5,91,7,success,no
827,28,student,single,tertiary,no,5741,no,no,cellular,10,sep,1042,5,200,3,failure,yes
828,28,technician,married,primary,no,-58,yes,no,unknown,8,may,74,1,-1,0,unknown,no
829,28,technician,married,secondary,no,742,no,no,cellular,26,may,236,1,-1,0,unknown,yes
830,28,technician,married,secondary,no,880,yes,no,unknown,26,may,188,1,-1,0,unknown,no
831,28,technician,single,secondary,no,3,no,no,telephone,18,may,40,8,349,6,failure,no
832,28,technician,single,secondary,no,100,yes,no,cellular,13,may,70,5,-1,0,unknown,no
833,28,technician,single,secondary,no,113,no,no,cellular,13,aug,204,3,105,1,failure,yes
834,28,technician,single,secondary,no,313,no,no,cellular,9,feb,1183,2,-1,0,unknown,yes
835,28,technician,single,secondary,no,593,yes,no,unknown,19,jun,202,1,-1,0,unknown,no
836,28,technician,single,secondary,no,598,yes,no,cellular,2,mar,177,1,288,2,failure,yes
837,28,technician,single,secondary,no,909,no,yes,cellular,7,jul,532,1,-1,0,unknown,yes
838,28,technician,single,secondary,no,981,yes,no,cellular,24,jul,225,1,-1,0,unknown,no
839,28,technician,single,secondary,no,1363,no,no,cellular,27,feb,79,1,-1,0,unknown,yes
840,28,technician,single,secondary,no,2000,no,no,telephone,3,feb,226,2,-1,0,unknown,no
841,28,technician,single,secondary,no,2034,yes,no,unknown,21,may,196,1,-1,0,unknown,no
842,28,technician,single,secondary,no,2335,no,no,cellular,13,may,624,1,-1,0,unknown,yes
843,28,technician,single,secondary,no,5763,no,yes,cellular,5,mar,196,2,-1,0,unknown,yes
844,28,technician,single,secondary,no,6551,no,no,cellular,26,may,362,1,77,1,failure,no
845,28,technician,single,secondary,yes,-1042,yes,no,unknown,6,jun,712,2,-1,0,unknown,yes
846,28,technician,single,tertiary,no,-123,no,yes,cellular,23,jul,690,1,-1,0,unknown,yes
847,28,technician,single,tertiary,no,0,yes,no,cellular,25,may,269,1,40,2,failure,yes
848,28,technician,single,tertiary,no,75,yes,yes,cellular,5,may,233,2,-1,0,unknown,no
849,28,technician,single,tertiary,no,386,no,no,cellular,25,may,867,1,-1,0,unknown,yes
850,28,technician,single,tertiary,no,558,yes,no,cellular,15,may,300,1,-1,0,unknown,no
851,28,technician,single,tertiary,no,1628,yes,no,cellular,25,jul,1422,2,-1,0,unknown,yes
852,28,technician,single,tertiary,no,2489,yes,no,telephone,27,feb,342,2,-1,0,unknown,yes
853,28,technician,single,tertiary,no,3623,no,no,cellular,10,mar,261,1,-1,0,unknown,yes
854,28,technician,single,tertiary,no,4513,yes,no,unknown,27,may,167,3,-1,0,unknown,no
855,28,technician,single,tertiary,no,4987,no,no,cellular,2,jun,924,2,113,21,success,yes
856,28,technician,single,tertiary,no,4987,no,no,cellular,9,feb,253,21,-1,0,unknown,yes
857,28,technician,single,tertiary,no,11862,no,no,cellular,21,oct,549,2,238,13,other,yes
858,28,technician,single,unknown,no,0,yes,no,cellular,27,oct,96,1,267,1,failure,yes
859,28,unemployed,married,primary,no,7459,yes,no,cellular,2,feb,981,5,269,2,failure,yes
860,28,unemployed,married,secondary,no,-42,yes,yes,cellular,31,jul,143,4,-1,0,unknown,no
861,28,unemployed,married,tertiary,no,482,no,no,cellular,25,may,119,1,-1,0,unknown,yes
862,28,unemployed,single,primary,no,236,no,no,cellular,4,may,193,1,87,3,failure,yes
863,28,unemployed,single,primary,no,236,no,no,cellular,6,feb,460,3,-1,0,unknown,no
864,28,unknown,single,unknown,no,326,no,no,cellular,11,oct,450,1,231,1,success,yes
865,29,admin.,divorced,secondary,no,504,yes,no,cellular,7,may,203,1,-1,0,unknown,no
866,29,admin.,divorced,secondary,no,1320,yes,yes,unknown,8,may,489,1,-1,0,unknown,no
867,29,admin.,divorced,tertiary,yes,0,no,yes,cellular,9,jul,426,3,-1,0,unknown,yes
868,29,admin.,married,secondary,no,-150,yes,no,unknown,6,may,328,1,-1,0,unknown,no
869,29,admin.,married,secondary,no,0,yes,no,unknown,9,may,121,1,-1,0,unknown,no
870,29,admin.,married,secondary,no,252,yes,no,cellular,15,may,1223,3,371,1,failure,no
871,29,admin.,married,secondary,no,500,yes,no,cellular,8,may,8,8,-1,0,unknown,no
872,29,admin.,married,secondary,no,6429,yes,yes,cellular,14,may,535,1,352,2,failure,no
873,29,admin.,married,secondary,no,7707,yes,no,cellular,29,apr,961,2,334,2,failure,yes
874,29,admin.,married,tertiary,no,167,yes,yes,cellular,13,oct,357,2,237,2,failure,no
875,29,admin.,married,tertiary,no,238,no,no,cellular,25,may,344,2,88,1,failure,yes
876,29,admin.,married,tertiary,no,332,no,no,cellular,9,apr,179,1,-1,0,unknown,yes
877,29,admin.,single,secondary,no,-498,yes,no,cellular,2,feb,99,3,227,14,failure,no
878,29,admin.,single,secondary,no,27,yes,no,cellular,6,may,754,1,-1,0,unknown,yes
879,29,admin.,single,secondary,no,209,no,no,cellular,5,feb,605,2,-1,0,unknown,no
880,29,admin.,single,secondary,no,260,yes,no,cellular,4,feb,453,2,273,2,failure,no
881,29,admin.,single,secondary,no,265,yes,no,cellular,25,nov,414,1,184,1,failure,yes
882,29,admin.,single,secondary,no,266,yes,no,cellular,6,may,540,1,-1,0,unknown,yes
883,29,admin.,single,secondary,no,382,yes,no,unknown,12,may,460,1,-1,0,unknown,no
884,29,admin.,single,secondary,no,488,yes,no,cellular,4,jun,105,1,-1,0,unknown,no
885,29,admin.,single,secondary,no,613,yes,no,unknown,19,jun,779,1,-1,0,unknown,no
886,29,admin.,single,secondary,no,731,no,no,cellular,14,apr,107,3,-1,0,unknown,yes
887,29,admin.,single,secondary,no,900,yes,no,unknown,14,may,339,1,-1,0,unknown,no
888,29,admin.,single,secondary,no,1027,yes,no,cellular,2,feb,177,1,-1,0,unknown,yes
889,29,admin.,single,secondary,no,1070,yes,no,unknown,19,may,30,1,357,1,other,yes
890,29,admin.,single,secondary,no,1261,no,no,cellular,5,feb,605,1,-1,0,unknown,no
891,29,admin.,single,secondary,no,1277,no,no,cellular,20,jul,165,2,481,1,success,yes
892,29,admin.,single,secondary,no,1992,no,no,cellular,12,apr,119,2,-1,0,unknown,no
893,29,admin.,single,secondary,no,3528,no,no,cellular,8,oct,137,1,-1,0,unknown,yes
894,29,admin.,single,secondary,no,3794,no,no,cellular,30,apr,249,1,-1,0,unknown,no
895,29,admin.,single,tertiary,no,261,no,no,cellular,17,mar,136,19,-1,0,unknown,no
896,29,admin.,single,tertiary,no,514,no,no,cellular,2,feb,270,1,-1,0,unknown,no
897,29,blue-collar,divorced,secondary,no,-19,yes,no,cellular,20,apr,712,4,-1,0,unknown,yes
898,29,blue-collar,married,primary,no,-382,yes,no,cellular,28,jul,35,2,-1,0,unknown,no
899,29,blue-collar,married,primary,no,-235,yes,no,cellular,22,jul,189,1,-1,0,unknown,no
900,29,blue-collar,married,primary,no,5,no,no,cellular,3,jun,321,1,-1,0,unknown,yes
901,29,blue-collar,married,primary,no,7,yes,no,cellular,12,may,69,3,-1,0,unknown,no
902,29,blue-collar,married,primary,no,25,yes,no,unknown,4,jun,188,2,-1,0,unknown,no
903,29,blue-collar,married,primary,no,111,yes,no,cellular,6,may,14,11,-1,0,unknown,no
904,29,blue-collar,married,primary,no,258,yes,no,unknown,26,may,130,1,-1,0,unknown,no
905,29,blue-collar,married,primary,no,544,no,yes,cellular,21,jul,121,4,-1,0,unknown,no
906,29,blue-collar,married,primary,no,630,yes,no,cellular,30,jul,219,5,-1,0,unknown,no
907,29,blue-collar,married,secondary,no,-565,yes,no,unknown,18,jun,164,3,-1,0,unknown,no
908,29,blue-collar,married,secondary,no,-493,yes,no,cellular,18,may,536,2,334,4,failure,yes
909,29,blue-collar,married,secondary,no,-312,yes,yes,cellular,14,may,130,2,-1,0,unknown,no
910,29,blue-collar,married,secondary,no,-28,yes,no,unknown,12,may,393,1,-1,0,unknown,no
911,29,blue-collar,married,secondary,no,0,yes,no,cellular,11,may,116,6,-1,0,unknown,no
912,29,blue-collar,married,secondary,no,1,yes,no,unknown,6,may,215,1,-1,0,unknown,no
913,29,blue-collar,married,secondary,no,15,no,no,cellular,3,jun,136,1,-1,0,unknown,no
914,29,blue-collar,married,secondary,no,100,yes,yes,cellular,6,may,152,4,344,2,failure,no
915,29,blue-collar,married,secondary,no,104,yes,no,cellular,18,may,903,4,-1,0,unknown,yes
916,29,blue-collar,married,secondary,no,162,yes,no,cellular,15,jul,126,3,-1,0,unknown,no
917,29,blue-collar,married,secondary,no,246,yes,no,cellular,28,jul,194,5,-1,0,unknown,no
918,29,blue-collar,married,secondary,no,294,yes,no,unknown,14,may,594,2,-1,0,unknown,no
919,29,blue-collar,married,secondary,no,296,yes,no,unknown,4,jun,153,1,-1,0,unknown,no
920,29,blue-collar,married,secondary,no,313,yes,no,cellular,20,apr,172,2,343,3,other,no
921,29,blue-collar,married,secondary,no,339,yes,no,cellular,15,may,63,3,354,2,failure,no
922,29,blue-collar,married,secondary,no,580,yes,yes,cellular,17,apr,1311,2,-1,0,unknown,yes
923,29,blue-collar,married,secondary,no,940,yes,yes,cellular,15,may,382,1,-1,0,unknown,yes
924,29,blue-collar,married,secondary,no,2870,yes,no,cellular,16,jul,988,1,-1,0,unknown,yes
925,29,blue-collar,married,secondary,no,3310,no,no,cellular,1,sep,367,1,91,4,failure,no
926,29,blue-collar,married,secondary,no,5903,yes,no,unknown,8,may,194,1,-1,0,unknown,no
927,29,blue-collar,married,secondary,no,7863,yes,no,cellular,14,may,1129,1,-1,0,unknown,yes
928,29,blue-collar,single,primary,no,213,yes,no,unknown,6,jun,2653,3,-1,0,unknown,yes
929,29,blue-collar,single,secondary,no,-20,no,yes,cellular,21,jul,574,1,-1,0,unknown,yes
930,29,blue-collar,single,secondary,no,-20,yes,no,unknown,29,may,814,2,-1,0,unknown,yes
931,29,blue-collar,single,secondary,no,2,yes,yes,cellular,21,apr,379,5,-1,0,unknown,yes
932,29,blue-collar,single,secondary,no,9,yes,no,cellular,11,may,262,3,-1,0,unknown,no
933,29,blue-collar,single,secondary,no,202,no,no,cellular,30,jan,128,2,-1,0,unknown,no
934,29,blue-collar,single,secondary,no,228,no,no,cellular,5,feb,355,1,-1,0,unknown,no
935,29,blue-collar,single,secondary,no,234,yes,no,cellular,8,may,139,1,345,1,other,no
936,29,blue-collar,single,secondary,no,244,yes,no,cellular,15,may,19,2,-1,0,unknown,no
937,29,blue-collar,single,secondary,no,260,yes,no,unknown,2,jun,707,14,-1,0,unknown,yes
938,29,blue-collar,single,secondary,no,322,no,no,unknown,14,jun,434,1,96,6,other,yes
939,29,blue-collar,single,secondary,no,415,no,yes,cellular,28,jan,161,1,-1,0,unknown,no
940,29,blue-collar,single,secondary,no,734,yes,yes,cellular,30,apr,259,1,296,1,other,yes
941,29,blue-collar,single,secondary,no,908,yes,no,unknown,20,jun,1663,1,-1,0,unknown,yes
942,29,blue-collar,single,secondary,no,922,yes,no,cellular,18,may,72,1,-1,0,unknown,no
943,29,blue-collar,single,secondary,no,2806,no,no,cellular,15,oct,294,1,93,5,other,no
944,29,blue-collar,single,secondary,no,2891,yes,no,cellular,7,may,293,1,-1,0,unknown,no
945,29,blue-collar,single,tertiary,no,98,no,no,cellular,10,aug,170,2,-1,0,unknown,no
946,29,blue-collar,single,tertiary,no,455,no,no,cellular,22,oct,542,4,148,3,success,yes
947,29,blue-collar,single,tertiary,no,455,no,no,telephone,21,apr,403,1,-1,0,unknown,yes
948,29,blue-collar,single,tertiary,no,455,no,no,telephone,27,may,214,2,36,1,success,yes
949,29,blue-collar,single,unknown,no,694,yes,yes,cellular,16,jul,1806,4,-1,0,unknown,yes
950,29,entrepreneur,married,secondary,no,714,yes,yes,cellular,13,may,482,2,-1,0,unknown,yes
951,29,entrepreneur,single,tertiary,no,219,yes,no,cellular,18,may,76,2,356,1,failure,no
952,29,housemaid,married,primary,no,417,no,no,cellular,23,jul,108,2,-1,0,unknown,no
953,29,housemaid,single,tertiary,no,19,no,no,cellular,4,may,268,1,88,4,success,yes
954,29,housemaid,single,tertiary,no,19,no,no,cellular,5,feb,110,2,64,2,success,yes
955,29,housemaid,single,tertiary,no,2196,no,no,cellular,5,aug,215,1,-1,0,unknown,yes
